operator_id,vehicle_id,vehicle_type,status,locked,start_time,end_time,start_pos,end_pos,driven_distance,start_soc,end_soc,charging_power,charging_unit,toll,rq_on_board,occupancy,rq_boarding,rq_alighting,route,trajectory
0,13,taxi,route,False,21634,21690,30525;-1;-1,9520;-1;-1,365.12,0.8055117553387914,0.8055117553387914,0.0,,0,,0,,,30525;9682;9683;9668;9669;25814;25815;25816;25817;25818;25819;30356;30357;9520,30525:21634;9682:21635;9683:21645;9668:21645;9669:21653;25814:21653;25815:21660;25816:21660;25817:21667;25818:21667;25819:21669;30356:21669;30357:21690;9520:21690
0,13,taxi,boarding,True,21690,21720,9520;-1;-1,9520;-1;-1,0.0,0.8055117553387914,0.8055117553387914,0,,0,208,1,208,,,
0,8,taxi,route,False,21773,21874,30315;-1;-1,23086;-1;-1,1043.8899999999999,0.7115532300622305,0.7115532300622305,0.0,,0,,0,,,30315;30316;30317;30318;30319;30320;30321;30322;30323;30324;30325;30326;30327;30328;30329;2864;2865;2862;2863;2860;2861;23086,30315:21773;30316:21774;30317:21782;30318:21782;30319:21791;30320:21791;30321:21796;30322:21796;30323:21800;30324:21800;30325:21805;30326:21805;30327:21809;30328:21809;30329:21833;2864:21833;2865:21846;2862:21846;2863:21853;2860:21853;2861:21874;23086:21874
0,8,taxi,boarding,True,21874,21904,23086;-1;-1,23086;-1;-1,0.0,0.7115532300622305,0.7115532300622305,0,,0,210,1,210,,,
0,12,taxi,route,False,21642,21933,17942;-1;-1,19906;-1;-1,5873.65,0.6561306114862326,0.6561306114862326,0.0,,0,,0,,,17942;17943;40216;40217;40218;40219;40220;40221;40222;40223;40224;40225;40226;40227;8796;8797;8792;8793;8790;8791;8788;8789;8786;8787;17036;17037;17038;17039;22688;22689;22690;22691;37984;37985;36098;36099;36094;36095;30824;30825;30826;30827;30838;30839;30814;30815;30812;30813;31040;31041;31044;31045;31050;31051;31038;31039;19906,17942:21642;17943:21646;40216:21646;40217:21666;40218:21666;40219:21666;40220:21666;40221:21666;40222:21666;40223:21666;40224:21666;40225:21666;40226:21666;40227:21671;8796:21671;8797:21677;8792:21677;8793:21686;8790:21686;8791:21694;8788:21694;8789:21694;8786:21694;8787:21702;17036:21702;17037:21702;17038:21702;17039:21787;22688:21787;22689:21787;22690:21787;22691:21814;37984:21814;37985:21816;36098:21816;36099:21821;36094:21821;36095:21829;30824:21829;30825:21833;30826:21833;30827:21836;30838:21836;30839:21845;30814:21845;30815:21849;30812:21849;30813:21871;31040:21871;31041:21874;31044:21874;31045:21880;31050:21880;31051:21883;31038:21883;31039:21933;19906:21933
0,12,taxi,boarding,True,21933,21963,19906;-1;-1,19906;-1;-1,0.0,0.6561306114862326,0.6561306114862326,0,,0,209,1,209,,,
0,13,taxi,route,False,21720,22084,9520;-1;-1,39715;-1;-1,1724.2799999999988,0.8055117553387914,0.8055117553387914,0.0,,0,208,1,,,9520;9521;5296;5297;5294;5295;5292;5293;5290;5291;5288;5289;10180;10181;10178;10179;10176;10177;9584;9585;30398;30399;30400;30401;30402;30403;30404;30405;30406;30407;9970;9971;9968;9969;9966;9967;9964;9965;9962;9963;10010;10011;10008;10009;37304;37305;37306;37307;37308;37309;37310;37311;31846;31847;31848;31849;40626;40627;39412;39413;39414;39415;39416;39417;39418;39419;39420;39421;39422;39423;39424;39425;37346;37347;37348;37349;37350;37351;18906;18907;18904;18905;17504;17505;39714;39715,9520:21720;9521:21747;5296:21747;5297:21748;5294:21748;5295:21757;5292:21757;5293:21765;5290:21765;5291:21769;5288:21769;5289:21783;10180:21783;10181:21792;10178:21792;10179:21799;10176:21799;10177:21803;9584:21803;9585:21815;30398:21815;30399:21822;30400:21822;30401:21822;30402:21822;30403:21830;30404:21830;30405:21833;30406:21833;30407:21849;9970:21849;9971:21855;9968:21855;9969:21860;9966:21860;9967:21860;9964:21860;9965:21862;9962:21862;9963:21864;10010:21864;10011:21866;10008:21866;10009:21896;37304:21896;37305:21901;37306:21901;37307:21903;37308:21903;37309:21905;37310:21905;37311:21911;31846:21911;31847:21920;31848:21920;31849:21933;40626:21933;40627:21940;39412:21940;39413:21981;39414:21981;39415:21986;39416:21986;39417:21989;39418:21989;39419:21993;39420:21993;39421:21995;39422:21995;39423:22001;39424:22001;39425:22059;37346:22059;37347:22063;37348:22063;37349:22065;37350:22065;37351:22069;18906:22069;18907:22069;18904:22069;18905:22079;17504:22079;17505:22083;39714:22083;39715:22084
0,13,taxi,boarding,True,22084,22114,39715;-1;-1,39715;-1;-1,0.0,0.8055117553387914,0.8055117553387914,0,,0,208,1,,208,,
0,12,taxi,route,False,21963,22319,19906;-1;-1,36773;-1;-1,7552.829999999999,0.6561306114862326,0.6561306114862326,0.0,,0,209,1,,,19906;19907;31046;31047;31048;31049;31042;31043;39366;39367;31052;31053;24250;24251;30816;30817;22256;22257;22258;22259;4512;4513;24930;24931;34022;34023;32966;32967;32968;32969;22366;22367;15528;15529;27662;27663;27664;27665;19910;19911;30292;30293;16590;16591;14426;14427;30714;30715;37316;37317;37318;37319;37320;37321;37322;37323;37324;37325;24508;24509;30710;30711;36038;36039;36040;36041;36042;36043;36044;36045;35720;35721;36036;36037;16326;16327;33028;33029;15066;15067;15064;15065;15062;15063;36772;36773,19906:21963;19907:22036;31046:22036;31047:22039;31048:22039;31049:22042;31042:22042;31043:22056;39366:22056;39367:22059;31052:22059;31053:22077;24250:22077;24251:22099;30816:22099;30817:22106;22256:22106;22257:22114;22258:22114;22259:22118;4512:22118;4513:22129;24930:22129;24931:22135;34022:22135;34023:22140;32966:22140;32967:22141;32968:22141;32969:22168;22366:22168;22367:22179;15528:22179;15529:22193;27662:22193;27663:22198;27664:22198;27665:22213;19910:22213;19911:22221;30292:22221;30293:22226;16590:22226;16591:22243;14426:22243;14427:22249;30714:22249;30715:22264;37316:22264;37317:22267;37318:22267;37319:22267;37320:22267;37321:22270;37322:22270;37323:22270;37324:22270;37325:22275;24508:22275;24509:22275;30710:22275;30711:22278;36038:22278;36039:22282;36040:22282;36041:22290;36042:22290;36043:22291;36044:22291;36045:22296;35720:22296;35721:22299;36036:22299;36037:22303;16326:22303;16327:22316;33028:22316;33029:22316;15066:22316;15067:22316;15064:22316;15065:22316;15062:22316;15063:22318;36772:22318;36773:22319
0,12,taxi,boarding,True,22319,22349,36773;-1;-1,36773;-1;-1,0.0,0.6561306114862326,0.6561306114862326,0,,0,209,1,,209,,
